121	1906	24	26	101
122	1784	23	26	101
123	1768	23	26	101
124	2000	25	26	101
125	1784	23	26	101
126	1784	23	26	101
127	1784	24	26	101
128	1784	23	26	101
129	1768	23	26	101
130	1768	23	26	101
131	1890	24	26	101
132	1768	23	26	101
133	1784	23	26	101
134	1906	24	26	101
135	1768	23	26	101
136	1784	23	26	101
137	2043	25	26	101
138	1768	23	26	101
139	1784	23	26	101
140	1768	23	26	101
141	1768	23	26	101
142	1784	23	26	101
143	1784	23	26	101
144	1890	24	26	101
145	1784	23	26	101
146	1768	23	26	101
147	1906	24	26	101
148	1768	23	26	101
149	1768	23	26	101
150	2075	25	26	101
151	1784	24	26	101
152	1768	23	26	101
153	1768	23	26	101
154	1784	24	26	101
155	1768	23	26	101
156	1784	23	26	101
157	1906	24	26	101
158	1768	23	26	101
159	1784	23	26	101
160	1921	24	26	101
161	1784	23	26	101
162	1768	23	26	101
163	1784	23	26	101
164	1768	23	26	101
165	1768	23	26	101
166	1768	23	26	101
167	1784	23	26	101
168	1784	23	26	101
169	1784	23	26	101
170	1906	24	26	101
171	1768	23	26	101
172	1784	23	26	101
173	1921	24	26	101
174	1768	23	26	101
175	1784	23	26	101
176	1768	23	26	101
177	1784	23	26	101
178	1768	23	26	101
179	1784	23	26	101
180	1768	23	26	101
181	1784	23	26	101
182	1784	23	26	101
183	1906	24	26	101
184	1768	23	26	101
185	1768	23	26	101
186	1921	24	26	101
187	1768	23	26	101
188	1768	23	26	101
189	1784	23	26	101
190	1768	23	26	101
191	1768	23	26	101
192	1784	23	26	101
193	1768	23	26	101
194	1784	23	26	101
195	1768	23	26	101
196	1921	24	26	101
197	1784	23	26	101
198	1784	23	26	101
199	1937	24	26	101
200	1784	23	26	101
201	1784	23	26	101
202	1784	23	26	101
203	1784	23	26	101
204	1768	23	26	101
205	1784	23	26	101
206	1906	24	26	101
207	1768	23	26	101
208	1784	23	26	101
209	1906	24	26	101
210	1784	23	26	101
211	1784	23	26	101
212	1953	24	26	101
213	1768	23	26	101
214	1784	23	26	101
215	1768	23	26	101
216	1768	23	26	101
217	1784	23	26	101
218	1768	23	26	101
219	1906	24	26	101
220	1784	23	26	101
221	1768	23	26	101
222	1906	24	26	101
223	1768	23	26	101
224	1768	23	26	101
225	1953	24	26	101
226	1768	23	26	101
227	1768	23	26	101
228	1784	23	26	101
229	1768	23	26	101
230	1784	23	26	101
231	1784	23	26	101
232	1890	24	26	101
233	1768	23	26	101
234	1784	23	26	101
235	1906	24	26	101
236	1768	23	26	101
237	1784	23	26	101
238	1953	24	26	101
239	1784	23	26	101
240	1768	23	26	101
241	1784	23	26	101
242	1768	23	26	101
243	1768	23	26	101
244	1768	23	26	101
245	1890	24	26	101
246	1784	23	26	101
247	1784	23	26	101
248	1906	24	26	101
249	1768	23	26	101
250	1784	23	26	101
251	1984	24	26	101
252	1784	23	26	101
253	1784	23	26	101
254	1768	23	26	101
255	1784	23	26	101
256	1784	23	26	101
257	1768	23	26	101
258	1890	24	26	101
259	1768	23	26	101
260	1768	23	26	101
261	1906	24	26	101
262	1768	23	26	101
263	1784	23	26	101
264	1984	25	26	101
265	1768	23	26	101
266	1768	23	26	101
267	1768	23	26	101
268	1768	23	26	101
269	1768	23	26	101
270	1768	23	26	101
271	1906	24	26	101
272	1768	23	26	101
273	1768	23	26	101
274	1906	24	26	101
275	1768	23	26	101
276	1784	23	26	101
277	2028	25	26	101
278	1784	23	26	101
279	1768	23	26	101
280	1784	23	26	101
281	1784	23	26	101
282	1768	23	26	101
283	1784	23	26	101
284	1906	24	26	101
285	1784	23	26	101
286	1768	23	26	101
287	1906	24	26	101
288	1768	23	26	101
289	1768	23	26	101
290	2043	25	26	101
291	1768	23	26	101
292	1768	23	26	101
293	1784	23	26	101
294	1768	23	26	101
295	1768	23	26	101
296	1768	23	26	101
297	1890	24	26	101
298	1753	23	26	101
299	1768	23	26	101
300	1906	24	26	101
301	1753	23	26	101
302	1753	23	26	101
303	1768	23	26	101
304	1768	23	26	101
305	1753	23	26	101
306	1753	23	26	101
307	1768	23	26	101
308	1768	23	26	101
309	1768	23	26	101
310	1890	24	26	101
311	1768	23	26	101
312	1753	23	26	101
313	1906	24	26	101
314	1753	23	26	101
315	1753	23	26	101
316	1768	23	26	101
317	1768	23	26	101
318	1768	23	26	101
319	1768	23	26	101
320	1753	23	26	101
321	1768	23	26	101
322	1768	23	26	101
323	1890	24	26	101
324	1768	23	26	101
325	1768	23	26	101
326	1906	24	26	101
327	1768	23	26	101
328	1753	23	26	101
329	1768	23	26	101
330	1768	23	26	101
331	1768	23	26	101
332	1768	23	26	101
333	1768	23	26	101
334	1768	23	26	101
335	1768	23	26	101
336	1890	24	26	101
337	1768	23	26	101
338	1768	23	26	101
339	1921	24	26	101
340	1768	23	26	101
341	1768	23	26	101
342	1768	23	26	101
343	1753	23	26	101
344	1753	23	26	101
345	1740	23	26	101
346	1753	23	26	101
347	1753	23	26	101
348	1753	23	26	101
349	1875	24	26	101
350	1753	23	26	101
351	1753	23	26	101
352	1921	24	26	101
353	1753	23	26	101
354	1753	23	26	101
355	1753	23	26	101
356	1753	23	26	101
357	1740	23	26	101
358	1753	23	26	101
359	1875	24	26	101
360	1740	23	26	101
361	1753	23	26	101
362	1890	24	26	101
363	1753	23	26	101
364	1740	23	26	101
365	1921	24	26	101
366	1753	23	26	101
367	1753	23	26	101
368	1740	23	26	101
369	1753	23	26	101
370	1753	23	26	101
371	1753	23	26	101
372	1875	24	26	101
373	1753	23	26	101
374	1753	23	26	101
375	1875	24	26	101
376	1768	23	26	101
377	1753	23	26	101
378	1937	24	26	101
379	1753	23	26	101
380	1753	23	26	101
381	1740	23	26	101
382	1753	23	26	101
383	1753	23	26	101
384	1753	23	26	101
385	1890	24	26	101
386	1753	23	26	101
387	1768	23	26	101
388	1890	24	26	101
389	1753	23	26	101
390	1753	23	26	101
391	1953	24	26	101
392	1753	23	26	101
393	1753	23	26	101
394	1740	23	26	101
395	1753	23	26	101
396	1753	23	26	101
397	1753	23	26	101
398	1875	24	26	101
399	1740	23	26	101
400	1740	23	26	101
401	1890	24	26	101
402	1753	23	26	101
403	1753	23	26	101
404	1953	24	26	101
405	1753	23	26	101
406	1753	23	26	101
407	1753	23	26	101
408	1753	23	26	101
409	1753	23	26	101
410	1753	23	26	101
411	1875	24	26	101
412	1740	23	26	101
413	1753	23	26	101
414	1875	24	26	101
415	1753	23	26	101
416	1740	23	26	101
417	1984	25	26	101
418	1768	23	26	101
419	1740	23	26	101
420	1753	23	26	101
421	1753	23	26	101
422	1753	23	26	101
423	1753	23	26	101
424	1875	24	26	101
425	1753	23	26	101
426	1753	23	26	101
427	1890	24	26	101
428	1753	23	26	101
429	1753	23	26	101
430	2012	25	26	101
431	1753	23	26	101
432	1753	23	26	101
433	1753	23	26	101
434	1753	23	26	101
435	1753	23	26	101
436	1753	23	26	101
437	1875	24	26	101
438	1768	23	26	101
439	1753	23	26	101
440	1921	24	26	101
441	1768	23	26	101
442	1753	23	26	101
443	2043	25	26	101
444	1768	23	26	101
445	1768	23	26	101
446	1768	23	26	101
447	1768	23	26	101
448	1768	23	26	101
449	1768	23	26	101
450	1890	24	26	101
451	1753	23	26	101
452	1768	23	26	101
453	1906	24	26	101
454	1768	23	26	101
455	1768	23	26	101
456	1768	23	26	101
457	1768	23	26	101
458	1768	23	26	101
459	1753	23	26	101
460	1768	23	26	101
461	1753	23	26	101
462	1768	23	26	101
463	1890	24	26	101
464	1753	23	26	101
465	1768	23	26	101
466	1921	24	26	101
467	1768	23	26	101
468	1768	23	26	101
469	1768	23	26	101
470	1753	23	26	101
471	1753	23	26	101
472	1753	23	26	101
473	1753	23	26	101
474	1768	23	26	101
475	1768	23	26	101
476	1890	24	26	101
477	1768	23	26	101
478	1753	23	26	101
479	1921	24	26	101
480	1753	23	26	101
481	1768	23	26	101
482	1768	23	26	101
483	1768	23	26	101
484	1753	23	26	101
485	1768	23	26	101
486	1768	23	26	101
487	1768	23	26	101
488	1768	23	26	101
489	1890	24	26	101
490	1768	23	26	101
491	1768	23	26	101
492	1921	24	26	101
493	1768	23	26	101
494	1768	23	26	101
495	1768	23	26	101
496	1768	23	26	101
497	1768	23	26	101
498	1753	23	26	101
499	1768	24	26	101
500	1768	23	26	101
501	1768	23	26	101
502	1890	24	26	101
503	1768	23	26	101
504	1753	23	26	101
505	1921	24	26	101
506	1768	23	26	101
507	1768	23	26	101
508	1768	23	26	101
509	1768	23	26	101
510	1768	23	26	101
511	1768	23	26	101
512	1890	24	26	101
513	1768	23	26	101
514	1753	23	26	101
515	1890	24	26	101
516	1753	23	26	101
517	1753	23	26	101
518	1921	24	26	101
519	1753	23	26	101
520	1753	23	26	101
521	1768	23	26	101
522	1753	23	26	101
523	1753	23	26	101
524	1753	23	26	101
525	1875	24	26	101
526	1768	23	26	101
527	1753	23	26	101
528	1890	24	26	101
529	1768	23	26	101
530	1768	23	26	101
531	1937	24	26	101
532	1753	23	26	101
533	1768	23	26	101
534	1768	23	26	101
535	1753	23	26	101
536	1768	23	26	101
537	1768	23	26	101
538	1890	24	26	101
539	1768	23	26	101
540	1768	23	26	101
541	1890	24	26	101
542	1768	23	26	101
543	1768	23	26	101
544	1968	24	26	101
545	1768	23	26	101
546	1753	23	26	101
547	1753	23	26	101
548	1768	23	26	101
549	1768	23	26	101
550	1768	23	26	101
551	1890	24	26	101
552	1753	23	26	101
553	1768	23	26	101
554	1906	24	26	101
555	1768	23	26	101
556	1768	23	26	101
557	1984	24	26	101
558	1753	23	26	101
559	1753	23	26	101
560	1753	23	26	101
561	1768	23	26	101
562	1768	23	26	101
563	1768	23	26	101
564	1890	24	26	101
565	1768	23	26	101
566	1768	23	26	101
567	1890	24	26	101
568	1753	23	26	101
569	1753	23	26	101
570	1984	25	26	101
571	1784	23	26	101
572	1768	23	26	101
573	1768	23	26	101
574	1753	23	26	101
575	1768	23	26	101
576	1753	23	26	101
577	1875	24	26	101
578	1753	23	26	101
579	1753	23	26	101
580	1890	24	26	101
581	1753	23	26	101
582	1768	23	26	101
583	2028	25	26	101
584	1768	23	26	101
585	1768	23	26	101
586	1768	23	26	101
587	1768	23	26	101
588	1768	23	26	101
589	1768	23	26	101
590	1890	24	26	101
591	1753	23	26	101
592	1768	23	26	101
593	1906	24	26	101
594	1753	23	26	101
595	1768	23	26	101
596	2043	25	26	101
597	1753	23	26	101
598	1768	23	26	101
599	1784	23	26	101
600	1768	23	26	101
601	1768	23	26	101
602	1768	23	26	101
603	1890	24	26	101
604	1784	23	26	101
605	1768	23	26	101
606	1906	24	26	101
607	1768	23	26	101
608	1753	23	26	101
609	1768	23	26	101
610	1753	23	26	101
611	1768	23	26	101
612	1768	23	26	101
613	1768	23	26	101
614	1753	23	26	101
615	1768	23	26	101
616	1890	24	26	101
617	1753	23	26	101
618	1768	23	26	101
619	1906	24	26	101
620	1753	23	26	101
621	1768	23	26	101
622	1768	23	26	101
623	1768	23	26	101
624	1753	23	26	101
625	1768	23	26	101
626	1768	23	26	101
627	1768	23	26	101
628	1768	23	26	101
629	1890	24	26	101
630	1768	23	26	101
631	1768	23	26	101
632	1906	24	26	101
633	1768	23	26	101
634	1753	23	26	101
635	1768	23	26	101
636	1753	23	26	101
637	1768	23	26	101
638	1768	23	26	101
639	1768	23	26	101
640	1768	23	26	101
641	1768	23	26	101
642	1890	24	26	101
643	1753	23	26	101
644	1768	23	26	101
645	1921	24	26	101
646	1768	23	26	101
647	1753	23	26	101
648	1753	23	26	101
649	1768	23	26	101
650	1768	23	26	101
651	1768	23	26	101
652	1768	23	26	101
653	1768	23	26	101
654	1768	23	26	101
655	1906	24	26	101
656	1768	23	26	101
657	1768	23	26	101
658	1921	24	26	101
659	1753	23	26	101
660	1768	23	26	101
661	1753	23	26	101
662	1768	23	26	101
663	1753	23	26	101
664	1768	23	26	101
665	1890	24	26	101
666	1768	23	26	101
667	1768	23	26	101
668	1890	24	26	101
669	1768	23	26	101
670	1753	23	26	101
671	1921	24	26	101
672	1753	23	26	101
673	1768	23	26	101
674	1768	23	26	101
675	1768	23	26	101
676	1753	23	26	101
677	1753	23	26	101
678	1890	24	26	101
679	1768	23	26	101
680	1768	23	26	101
681	1890	24	26	101
682	1768	23	26	101
683	1768	23	26	101
684	1937	24	26	101
685	1753	23	26	101
686	1753	23	26	101
687	1768	23	26	101
688	1753	23	26	101
689	1753	23	26	101
690	1768	23	26	101
691	1875	24	26	101
692	1753	23	26	101
693	1753	23	26	101
694	1906	24	26	101
695	1768	23	26	101
696	1753	23	26	101
697	1953	24	26	101
698	1768	23	26	101
699	1768	23	26	101
700	1753	23	26	101
701	1768	23	26	101
702	1753	23	26	101
703	1768	23	26	101
704	1890	24	26	101
705	1768	23	26	101
706	1768	23	26	101
707	1906	24	26	101
708	1768	23	26	101
709	1784	23	26	101
710	1984	24	26	101
711	1768	23	26	101
712	1768	23	26	101
713	1768	23	26	101
714	1768	23	26	101
715	1784	23	26	101
716	1768	23	26	101
717	1906	24	26	101
718	1768	23	26	101
719	1784	23	26	101
720	1906	24	26	101
721	1768	23	26	101
722	1768	23	26	101
723	2000	25	26	101
724	1768	23	26	101
725	1768	23	26	101
726	1768	23	26	101
727	1784	23	26	101
728	1784	23	26	101
729	1768	23	26	101
730	1906	24	26	101
731	1784	23	26	101
732	1784	23	26	101
733	1906	24	26	101
734	1768	23	26	101
735	1768	23	26	101
736	2012	25	26	101
737	1784	23	26	101
738	1768	23	26	101
739	1768	23	26	101
740	1784	23	26	101
741	1784	23	26	101
742	1784	23	26	101
743	1890	24	26	101
744	1753	23	26	101
745	1768	23	26	101
746	1890	24	26	101
747	1768	23	26	101
748	1768	23	26	101
749	2043	25	26	101
750	1768	23	26	101
751	1768	23	26	101
752	1753	23	26	101
753	1753	23	26	101
754	1768	23	26	101
755	1753	23	26	101
756	1875	24	26	101
757	1753	23	26	101
758	1753	23	26	101
759	1906	24	26	101
760	1768	23	26	101
761	1768	23	26	101
762	1768	23	26	101
763	1768	23	26	101
764	1768	23	26	101
765	1768	23	26	101
766	1753	23	26	101
767	1768	23	26	101
768	1753	23	26	101
769	1890	24	26	101
770	1768	23	26	101
771	1768	23	26	101
772	1906	24	26	101
773	1768	23	26	101
774	1768	23	26	101
775	1753	23	26	101
776	1768	23	26	101
777	1768	23	26	101
778	1753	23	26	101
779	1753	23	26	101
780	1768	23	26	101
781	1753	23	26	101
782	1875	24	26	101
783	1753	23	26	101
784	1768	23	26	101
785	1921	24	26	101
786	1768	23	26	101
787	1768	23	26	101
788	1768	23	26	101
789	1753	23	26	101
790	1768	23	26	101
791	1768	23	26	101
792	1768	23	26	101
793	1768	23	26	101
794	1753	23	26	101
795	1906	24	26	101
796	1768	23	26	101
797	1753	23	26	101
798	1921	24	26	101
799	1753	23	26	101
800	1753	23	26	101
801	1768	23	26	101
802	1768	23	26	101
803	1768	23	26	101
804	1768	23	26	101
805	1784	23	26	101
806	1768	23	26	101
807	1768	23	26	101
808	1906	24	26	101
809	1784	23	26	101
810	1768	23	26	101
811	1937	24	26	101
812	1768	23	26	101
813	1768	23	26	101
814	1768	23	26	101
815	1768	23	26	101
816	1768	23	26	101
817	1768	23	26	101
818	1890	24	26	101
819	1784	23	26	101
820	1768	23	26	101
821	1906	24	26	101
822	1784	23	26	101
823	1768	23	26	101
824	1937	24	26	101
825	1768	23	26	101
826	1768	23	26	101
827	1784	23	26	101
828	1768	23	26	101
829	1784	23	26	101
830	1784	23	26	101
831	1890	24	26	101
832	1768	23	26	101
833	1768	23	26	101
834	1906	24	26	101
835	1768	23	26	101
836	1784	23	26	101
837	1953	24	26	101
838	1768	23	26	101
839	1768	23	26	101
840	1768	23	26	101
841	1768	23	26	101
842	1768	23	26	101
843	1784	23	26	101
844	1890	24	26	101
845	1768	23	26	101
846	1768	23	26	101
847	1906	24	26	101
848	1768	23	26	101
849	1768	23	26	101
850	1953	24	26	101
851	1784	23	26	101
852	1768	23	26	101
853	1768	23	26	101
854	1784	23	26	101
855	1768	23	26	101
856	1768	23	26	101
857	1890	24	26	101
858	1768	23	26	101
859	1768	23	26	101
860	1906	24	26	101
861	1768	23	26	101
862	1768	23	26	101
863	1984	24	26	101
864	1784	23	26	101
865	1784	23	26	101
866	1768	23	26	101
867	1784	23	26	101
868	1768	23	26	101
869	1768	23	26	101
870	1906	24	26	101
871	1768	23	26	101
872	1768	23	26	101
873	1906	24	26	101
874	1768	23	26	101
875	1784	23	26	101
876	1984	24	26	101
877	1784	23	26	101
878	1784	23	26	101
879	1784	23	26	101
880	1784	23	26	101
881	1768	23	26	101
882	1784	23	26	101
883	1906	24	26	101
884	1768	23	26	101
885	1753	23	26	101
886	1906	24	26	101
887	1768	23	26	101
888	1768	23	26	101
889	2012	25	26	101
890	1768	23	26	101
891	1768	23	26	101
892	1768	23	26	101
893	1768	23	26	101
894	1768	23	26	101
895	1768	23	26	101
896	1890	24	26	101
897	1768	23	26	101
898	1768	23	26	101
899	1906	24	26	101
900	1768	23	26	101
901	1768	23	26	101
902	2043	25	26	101
903	1768	23	26	101
904	1768	23	26	101
905	1768	23	26	101
906	1784	23	26	101
907	1768	23	26	101
908	1768	23	26	101
909	1906	24	26	101
910	1784	23	26	101
911	1768	23	26	101
912	1906	24	26	101
913	1784	23	26	101
914	1768	23	26	101
915	1768	23	26	101
916	1768	23	26	101
917	1768	23	26	101
918	1784	23	26	101
919	1768	23	26	101
920	1768	23	26	101
921	1768	23	26	101
922	1906	24	26	101
923	1768	23	26	101
924	1784	23	26	101
925	1906	24	26	101
926	1768	23	26	101
927	1768	23	26	101
928	1768	23	26	101
929	1768	23	26	101
930	1768	23	26	101
931	1768	23	26	101
932	1784	23	26	101
933	1768	23	26	101
934	1768	23	26	101
935	1906	24	26	101
936	1768	23	26	101
937	1768	23	26	101
938	1921	24	26	101
939	1768	23	26	101
940	1784	23	26	101
941	1768	23	26	101
942	1768	23	26	101
943	1768	23	26	101
944	1768	23	26	101
945	1753	23	26	101
946	1784	23	26	101
947	1784	23	26	101
948	1890	24	26	101
949	1768	23	26	101
950	1768	23	26	101
951	1921	24	26	101
952	1784	23	26	101
953	1768	23	26	101
954	1768	23	26	101
955	1768	23	26	101
956	1768	23	26	101
957	1768	23	26	101
958	1768	23	26	101
959	1768	23	26	101
960	1768	23	26	101
961	1890	24	26	101
962	1784	23	26	101
963	1768	23	26	101
964	1937	24	26	101
965	1768	23	26	101
966	1784	23	26	101
967	1784	23	26	101
968	1768	23	26	101
969	1768	23	26	101
970	1784	23	26	101
971	1906	24	26	101
972	1784	23	26	101
973	1784	23	26	101
974	1906	24	26	101
975	1784	23	26	101
976	1784	23	26	101
977	1953	24	26	101
978	1768	23	26	101
979	1784	23	26	101
980	1784	23	26	101
981	1768	23	26	101
982	1768	23	26	101
983	1768	23	26	101
984	1890	24	26	101
985	1768	23	26	101
986	1768	23	26	101
987	1890	24	26	101
988	1768	23	26	101
989	1768	23	26	101
990	1953	24	26	101
991	1768	23	26	101
992	1768	23	26	101
993	1768	23	26	101
994	1753	23	26	101
995	1784	23	26	101
996	1768	23	26	101
997	1906	24	26	101
998	1784	23	26	101
999	1784	23	26	101
1000	1890	24	26	101
1001	1768	23	26	101
1002	1768	23	26	101
1003	1953	24	26	101
1004	1784	23	26	101
1005	1768	23	26	101
1006	1784	23	26	101
1007	1768	23	26	101
1008	1784	23	26	101
1009	1768	23	26	101
1010	1906	24	26	101
1011	1768	23	26	101
1012	1784	23	26	101
1013	1921	24	26	101
1014	1768	23	26	101
1015	1784	23	26	101
1016	1984	24	26	101
1017	1784	23	26	101
1018	1784	23	26	101
1019	1784	23	26	101
1020	1784	23	26	101
1021	1800	23	26	101
1022	1784	23	26	101
1023	1906	24	26	101
1024	1768	23	26	101
1025	1784	23	26	101
1026	1906	24	26	101
1027	1784	23	26	101
1028	1784	23	26	101
1029	1984	24	26	101
1030	1784	23	26	101
1031	1784	23	26	101
1032	1784	23	26	101
1033	1784	23	26	101
1034	1768	23	26	101
1035	1784	23	26	101
1036	1906	24	26	101
1037	1784	23	26	101
1038	1800	23	26	101
1039	1921	24	26	101
1040	1784	23	26	101
1041	1800	23	26	101
1042	2028	25	26	101
1043	1800	23	26	101
1044	1800	23	26	101
1045	1784	23	26	101
1046	1800	23	26	101
1047	1800	23	26	101
1048	1784	23	26	101
1049	1921	24	26	101
1050	1784	23	26	101
1051	1800	23	26	101
1052	1921	24	26	101
1053	1784	23	26	101
1054	1800	23	26	101
1055	2043	25	26	101
1056	1800	23	26	101
1057	1800	23	26	101
1058	1784	23	26	101
1059	1784	23	26	101
1060	1800	23	26	101
1061	1800	23	26	101
1062	1921	24	26	101
1063	1800	23	26	101
1064	1800	23	26	101
1065	1953	24	26	101
1066	1800	23	26	101
1067	1800	23	26	101
1068	2075	25	26	101
1069	1800	23	26	101
1070	1800	23	26	101
1071	1800	23	26	101
1072	1815	23	26	101
1073	1815	23	26	101
1074	1800	23	26	101
1075	1921	24	26	101
1076	1800	23	26	101
1077	1800	23	26	101
1078	1937	24	26	101
1079	1815	23	26	101
1080	1800	23	26	101
1081	1815	23	26	101
1082	1815	23	26	101
1083	1800	23	26	101
1084	1800	23	26	101
1085	1815	23	26	101
1086	1800	23	26	101
1087	1815	23	26	101
1088	1937	24	26	101
1089	1815	23	26	101
1090	1800	23	26	101
1091	1937	24	26	101
1092	1800	23	26	101
1093	1800	23	26	101
1094	1800	23	26	101
1095	1815	23	26	101
1096	1815	23	26	101
1097	1800	23	26	101
1098	1815	23	26	101
1099	1815	23	26	101
1100	1815	23	26	101
1101	1937	24	26	101
1102	1800	23	26	101
1103	1800	23	26	101
1104	1953	24	26	101
1105	1815	23	26	101
1106	1815	23	26	101
1107	1815	23	26	101
1108	1800	23	26	101
1109	1815	23	26	101
1110	1815	23	26	101
1111	1815	23	26	101
1112	1815	23	26	101
1113	1815	23	26	101
1114	1937	24	26	101
1115	1815	23	26	101
1116	1815	23	26	101
1117	1968	24	26	101
1118	1815	23	26	101
1119	1815	23	26	101
1120	1815	23	26	101
1121	1800	23	26	101
1122	1815	23	26	101
1123	1815	23	26	101
1124	1815	23	26	101
1125	1815	23	26	101
1126	1815	23	26	101
1127	1953	24	26	101
1128	1815	23	26	101
1129	1815	23	26	101
1130	1968	24	26	101
1131	1815	23	26	101
1132	1815	23	26	101
1133	1815	23	26	101
1134	1815	23	26	101
1135	1815	23	26	101
1136	1815	23	26	101
1137	1937	24	26	101
1138	1815	23	26	101
1139	1800	23	26	101
1140	1937	24	26	101
1141	1815	23	26	101
1142	1815	23	26	101
1143	2000	24	26	101
1144	1815	23	26	101
1145	1815	23	26	101
1146	1815	23	26	101
1147	1815	23	26	101
1148	1815	23	26	101
1149	1815	23	26	101
1150	1937	24	26	101
1151	1815	23	26	101
1152	1815	23	26	101
1153	1953	24	26	101
1154	1815	23	26	101
1155	1815	23	26	101
1156	2000	24	26	101
1157	1815	23	26	101
1158	1815	23	26	101
1159	1815	23	26	101
1160	1815	23	26	101
1161	1815	23	26	101
1162	1800	23	26	101
1163	1937	24	26	101
1164	1800	23	26	101
1165	1800	23	26	101
1166	1937	24	26	101
1167	1784	23	26	101
1168	1800	23	26	101
1169	2000	24	26	101
1170	1800	23	26	101
1171	1815	23	26	101
1172	1800	23	26	101
1173	1800	23	26	101
1174	1800	23	26	101
1175	1800	23	26	101
1176	1937	24	26	101
1177	1800	23	26	101
1178	1800	23	26	101
1179	1937	24	26	101
1180	1784	23	26	101
1181	1784	23	26	101
1182	2000	24	26	101
1183	1784	23	26	101
1184	1800	23	26	101
1185	1784	23	26	101
1186	1784	23	26	101
1187	1800	23	26	101
1188	1800	23	26	101
1189	1921	24	26	101
1190	1784	23	26	101
1191	1800	23	26	101
1192	1921	24	26	101
1193	1784	23	26	101
1194	1800	23	26	101
1195	2012	24	26	101
1196	1784	23	26	101
1197	1800	23	26	101
1198	1800	23	26	101
1199	1800	23	26	101
1200	1784	23	26	101
1201	1784	23	26	101
1202	1921	24	26	101
1203	1784	23	26	101
1204	1784	23	26	101
1205	1921	24	26	101
1206	1800	23	26	101
1207	1800	23	26	101
1208	2028	25	26	101
1209	1800	23	26	101
1210	1800	23	26	101
1211	1800	23	26	101
1212	1800	23	26	101
1213	1815	23	26	101
1214	1815	23	26	101
1215	1937	24	26	101
1216	1800	23	26	101
1217	1815	23	26	101
1218	1937	24	26	101
1219	1800	23	26	101
1220	1815	23	26	101
1221	2059	25	26	101
1222	1815	23	26	101
1223	1800	23	26	101
1224	1800	23	26	101
1225	1800	23	26	101
1226	1800	23	26	101
1227	1800	23	26	101
1228	1921	24	26	101
1229	1800	23	26	101
1230	1800	23	26	101
1231	1953	24	26	101
1232	1800	23	26	101
1233	1800	23	26	101
1234	2106	24	26	101
1235	1800	23	26	101
1236	1815	23	26	101
1237	1800	23	26	101
1238	1800	23	26	101
1239	1800	23	26	101
1240	1800	23	26	101
1241	1937	24	26	101
1242	1815	23	26	101
1243	1800	23	26	101
1244	1953	24	26	101
1245	1800	23	26	101
1246	1800	23	26	101
1247	1800	23	26	101
1248	1815	23	26	101
1249	1815	23	26	101
